158023,89,90,87,96,26,61,21,Leo,  阿根廷 ,94,94,77,95,71,88,86,97,90,92,87,96,92,87,90,95,95,85,67,73,59,88,48,22,93,92,75,97,13,28,26,6,11,15,14,8,  左脚  ,5,4,4
20801,90,93,82,90,33,80,27,CR,  葡萄牙 ,94,94,85,94,88,83,88,91,81,76,77,93,89,91,89,96,63,94,95,92,80,92,63,29,95,85,85,95,22,31,23,7,11,15,14,11,  右脚  ,5,4,5
211110,86,85,84,91,25,67,18,迪巴拉,  阿根廷 ,89,94,82,84,68,87,88,92,88,88,75,93,88,84,91,84,85,82,75,83,65,88,48,32,84,86,86,84,14,20,20,5,4,4,5,8,  左脚  ,3,3,4
231747,93,79,74,87,47,74,25,姆巴佩,  法国 ,84,94,72,85,76,79,74,89,76,58,68,87,92,93,83,80,77,79,71,83,75,69,62,49,83,77,70,80,41,44,40,13,5,7,11,6,  右脚  ,3,4,4
190871,92,84,80,95,30,60,27,内马尔,  巴西 ,92,93,75,88,62,82,83,96,82,84,75,95,94,90,96,88,82,80,61,78,53,78,56,36,90,83,81,92,21,24,33,9,9,15,15,11,  右脚  ,5,5,5
193080,90,85,87,93,58,88,0,德赫亚,  西班牙 ,91,93,17,13,21,50,13,18,21,19,51,42,57,58,60,90,43,31,67,40,64,12,38,30,12,68,40,64,13,21,13,90,85,87,88,93,  右脚  ,4,3,1
200389,85,91,77,88,52,87,0,奥布拉克,  斯洛文尼亚 ,89,93,13,11,15,29,13,12,13,14,26,16,43,60,67,85,49,22,76,41,78,12,34,19,11,55,11,55,14,12,18,85,91,77,87,88,  右脚  ,3,3,1
230621,88,78,72,88,50,78,0,多纳鲁马,  意大利 ,82,93,12,12,12,34,8,24,12,14,24,28,46,54,64,74,38,24,72,34,72,18,30,26,14,50,24,68,12,14,16,88,78,72,78,88,  右脚  ,3,3,1
176580,82,90,79,87,42,85,25,苏亚雷斯,  乌拉圭 ,92,92,77,94,77,83,88,86,86,84,64,91,88,77,86,93,78,87,69,89,83,86,87,41,92,84,85,85,30,45,38,27,25,31,33,37,  右脚  ,5,4,4
167495,91,90,95,89,58,91,0,诺伊尔,  德国 ,92,92,15,13,25,55,11,30,14,11,59,48,56,60,51,85,35,25,77,43,83,16,29,30,12,70,47,70,10,10,11,91,90,95,91,89,  右脚  ,5,4,1
192985,77,85,90,87,52,76,18,德布劳内,  比利时 ,91,92,92,83,54,91,82,86,85,83,87,90,78,76,82,90,79,89,65,88,73,88,73,60,86,92,77,86,40,58,51,15,13,5,10,13,  右脚  ,4,5,4
192119,86,90,72,88,49,86,0,库尔图瓦,  比利时 ,89,92,14,14,13,33,12,13,19,20,35,23,46,52,61,80,45,36,68,38,70,17,23,15,13,44,27,52,11,18,16,86,90,72,86,88,  左脚  ,4,3,1
195864,77,79,86,85,69,88,14,博格巴,  法国 ,88,92,80,73,75,87,85,87,84,82,88,89,75,78,76,84,63,90,85,91,91,82,78,70,83,88,76,87,64,70,68,5,6,2,4,3,  右脚  ,4,4,5
222492,94,80,78,87,35,71,27,萨内,  德国 ,85,92,83,80,72,79,72,88,82,68,64,85,93,95,90,80,82,85,66,83,70,77,59,32,84,81,67,78,26,32,35,8,12,9,9,14,  左脚  ,2,3,3
201535,83,45,61,64,84,79,5,瓦拉内,  法国 ,85,92,36,40,83,75,42,57,46,54,76,77,80,85,58,81,47,52,80,68,85,53,77,82,44,56,43,82,84,86,85,11,11,9,5,14,  右脚  ,3,3,2
220834,84,82,83,84,39,61,27,阿森西奥,  西班牙 ,84,92,81,82,50,84,79,85,83,76,82,86,85,84,78,78,76,86,58,74,61,87,45,45,77,84,62,83,29,42,39,13,9,6,12,10,  左脚  ,3,3,4
231443,91,76,75,89,33,56,23,登贝莱,  法国 ,83,92,77,77,43,74,76,92,78,65,68,85,93,89,90,82,85,82,59,74,47,65,54,36,78,84,75,73,29,30,33,6,6,14,10,13,  左脚  ,3,5,5
230666,87,81,71,87,28,73,25,热苏斯,  巴西 ,83,92,66,86,70,76,72,86,76,54,66,85,89,86,92,86,91,78,75,87,72,73,58,32,87,76,78,82,20,23,19,13,8,6,6,15,  右脚  ,2,4,4
188545,79,89,76,86,38,82,25,莱万,  波兰 ,91,91,62,91,85,85,89,85,77,84,65,89,79,79,78,91,80,88,84,79,84,84,80,39,91,78,88,87,25,42,19,15,6,12,8,10,  右脚  ,4,4,3
183277,90,82,86,93,32,68,27,阿扎尔,  比利时 ,91,91,81,84,60,89,80,94,83,79,83,93,93,88,93,87,93,79,59,81,67,80,54,41,87,89,86,89,25,27,22,11,12,6,8,8,  右脚  ,4,4,4
202126,74,89,78,80,42,84,25,凯恩,  英格兰 ,88,91,75,92,83,79,77,80,75,68,80,84,72,75,73,90,62,87,70,88,87,85,76,35,92,80,86,89,41,36,38,8,10,11,14,11,  右脚  ,3,4,3
190460,75,82,88,85,47,63,18,埃里克森,  丹麦 ,88,91,87,81,52,90,74,84,86,86,86,89,77,74,80,86,82,84,55,91,57,87,46,56,83,90,67,87,39,57,22,9,14,7,7,6,  右脚  ,3,5,4
201399,79,85,61,78,28,73,25,伊卡尔迪,  阿根廷 ,87,91,46,91,90,73,85,76,58,45,54,80,78,80,76,88,76,84,92,74,77,70,56,22,92,66,82,85,18,24,20,13,9,5,7,9,  右脚  ,3,4,3
208421,73,75,79,82,78,76,14,萨乌尔,  西班牙 ,84,91,69,77,83,87,48,83,63,60,80,85,74,73,76,83,68,78,79,82,76,78,69,78,81,81,55,82,71,83,78,7,13,12,10,9,  左脚  ,3,4,3
182521,66,81,89,81,73,70,14,克罗斯,  德国 ,90,90,85,76,54,90,82,79,85,84,93,89,65,66,71,89,71,87,32,77,74,90,60,81,79,88,73,85,67,82,69,10,11,13,7,10,  右脚  ,4,5,3
178603,66,58,76,72,91,76,5,胡梅尔斯,  德国 ,90,90,64,55,89,82,60,68,65,53,85,81,62,69,64,90,58,71,68,66,85,51,69,92,56,79,68,91,89,92,90,15,6,10,5,6,  右脚  ,4,3,2
167664,79,87,70,83,25,74,25,伊瓜因,  阿根廷 ,90,90,68,91,86,75,88,84,74,62,59,85,78,80,75,88,69,88,79,72,85,82,50,20,92,74,70,86,12,22,18,5,12,7,5,10,  右脚  ,4,4,3
155862,76,63,71,71,88,83,5,拉莫斯,  西班牙 ,90,90,66,60,91,78,66,61,73,67,72,84,75,77,79,85,60,79,93,84,81,55,84,90,52,63,68,80,84,90,91,11,8,9,7,11,  右脚  ,4,3,3
215914,81,66,76,80,81,84,10,坎特,  法国 ,88,90,68,65,54,85,56,79,49,49,81,79,82,80,83,87,90,71,79,95,77,69,90,91,71,79,54,85,75,89,85,15,12,10,7,10,  右脚  ,3,3,3
209331,93,82,78,88,45,75,23,萨拉赫,  埃及 ,87,90,77,88,59,82,73,88,82,60,67,88,94,93,87,88,88,77,70,85,76,81,63,55,89,82,61,89,37,43,41,14,14,9,11,14,  左脚  ,3,3,4
199556,65,60,84,89,79,68,14,维拉蒂,  意大利 ,87,90,72,60,55,90,64,90,73,64,89,88,69,62,87,87,94,56,64,77,56,58,89,86,71,88,64,91,76,84,79,12,12,15,15,10,  右脚  ,3,4,3
198710,72,85,86,84,42,68,18,J罗,  哥伦比亚 ,87,90,88,83,62,86,90,84,87,86,82,87,75,70,83,85,75,86,54,68,70,91,64,55,80,88,81,87,27,41,44,15,15,15,5,14,  左脚  ,4,3,4
192448,86,84,87,89,45,84,0,特尔施特根,  德国 ,87,90,15,14,11,30,14,17,18,12,38,18,38,50,37,84,43,22,79,35,79,10,43,22,11,57,25,62,10,13,10,86,84,87,84,89,  右脚  ,3,4,1
189242,82,80,84,89,35,64,27,库蒂尼奥,  巴西 ,87,90,79,76,48,86,75,89,84,84,81,88,88,77,92,83,92,83,59,80,61,87,55,30,84,87,70,85,24,44,40,12,7,9,14,6,  右脚  ,3,4,4
192505,84,85,74,74,34,85,25,卢卡库,  比利时 ,86,90,75,88,87,74,78,79,74,66,73,73,78,89,62,85,47,88,72,80,93,76,72,27,87,74,80,82,27,30,30,8,15,14,7,10,  左脚  ,3,4,3
208418,88,79,78,89,29,63,16,卡拉斯科,  比利时 ,85,90,80,79,53,79,68,91,81,78,74,89,87,89,91,83,71,84,68,73,59,75,61,18,81,74,74,75,19,39,26,9,11,9,10,10,  右脚  ,3,4,4
218667,80,72,83,89,45,61,23,  Bernardo Mota Carvalho e Silva ,  葡萄牙 ,84,90,85,74,51,85,66,91,83,63,78,89,85,76,88,82,86,70,53,82,53,70,58,49,80,84,64,85,46,44,35,9,10,14,12,9,  左脚  ,2,3,4
212831,82,81,83,86,39,83,0,  Alisson Ramses Becker ,  巴西 ,84,90,17,13,19,45,20,27,19,18,44,30,44,35,30,83,37,21,52,32,78,14,27,11,13,66,23,68,20,19,16,82,81,83,83,86,  右脚  ,3,3,1
